0.719790,49.009370,2.317810,1.258980,11.398330,1.035930,1.484890,12.073140,1.716470,-0.000050,-0.000010,-0.000210,-0.224050,-35.019280,-20.617660,0.000000,0.000000,0.000000,-0.012750,-1.000170,0.726150,-0.781980,-7.661960,-98.441000,-4.200360,0.467180,2.285170,-14.482520,2.633550,5.647400,0.769350,1.407810,28.658040,-3.157820,-2.800590,41.255470,11.123690,14.300410,9.268220,24.889590,-10.163110,15.833460,13.147050,25.625780,6.889530,5.814430,-22.570530,-16.760560,50.017350,-7.961750,6.116830,0.000000,0.000000,0.000000,7.054710,18.838210,-11.801860,-0.368910,21.255140,5.493070,52.809240,15.956650,-12.831740,0.000000,0.000000,0.000000
0.822300,47.687320,2.517900,1.251460,11.935910,1.009410,1.447710,12.596850,1.704620,-0.000050,-0.000010,-0.000210,-2.269910,-33.243280,-21.403990,0.000000,0.000000,0.000000,-0.007080,-0.682740,0.586410,-0.969430,-7.288090,-98.379890,-4.625410,0.549140,2.511770,-13.907800,2.772730,4.337210,0.519380,0.959660,28.400900,-1.316420,-5.451260,39.714380,11.506180,14.163330,11.931800,18.804120,-6.047580,10.885970,13.344810,26.024970,1.872440,2.645570,-21.383100,-9.861260,49.852380,-6.835740,5.235460,0.000000,0.000000,0.000000,6.776240,21.269240,-12.635710,-0.324530,20.285820,6.144780,53.129650,14.330010,-11.550080,0.000000,0.000000,0.000000
1.234710,48.062060,3.275490,1.386280,11.645210,0.647870,1.467100,12.309690,1.590040,-0.000050,-0.000010,-0.000210,-3.398240,-32.617400,-22.021850,0.000000,0.000000,0.000000,-0.002860,-0.398840,0.415100,-0.914000,-6.939900,-98.272690,-4.599170,0.534860,2.375150,-12.824790,1.821080,3.299030,0.299280,0.561260,28.090740,-1.254010,-7.890190,38.776880,12.628550,10.587050,11.509480,22.673170,6.032570,19.115150,13.396590,26.397030,4.245950,5.905750,-21.567790,-12.950720,24.441640,-1.212870,0.501910,0.000000,0.000000,0.000000,7.739750,19.607300,-14.191760,-0.808250,21.694420,6.485710,52.683160,15.973200,-12.824530,0.000000,0.000000,0.000000
-1.936440,52.541050,-0.361940,0.307810,9.469490,3.971710,1.246930,9.884860,2.623220,-0.000050,-0.000010,-0.000210,-3.489370,-33.631740,-21.584850,0.000000,0.000000,0.000000,-0.006120,-0.432860,0.717700,0.198020,-7.776950,-95.990000,-2.850710,2.554130,-1.440290,-13.122030,-0.618340,3.090980,0.329570,0.609110,28.337540,-2.966050,-11.174260,37.806420,13.787810,7.602370,9.396020,19.726310,5.703700,13.253590,10.577040,22.875730,11.573460,7.419570,-22.895240,-11.004650,23.988430,-6.016880,2.453710,0.000000,0.000000,0.000000,7.320540,18.180990,-3.919120,0.401440,15.390710,4.393040,54.744200,0.197370,-0.161170,0.000000,0.000000,0.000000
-3.515670,46.223660,-2.574180,0.476900,12.469690,4.967660,1.584620,13.117800,3.025940,-0.000050,-0.000010,-0.000210,-2.306430,-33.958600,-21.004480,0.000000,0.000000,0.000000,-0.013010,-0.504110,1.517160,-11.194690,-2.038310,-120.528410,-21.460750,-19.621130,32.223040,-5.484800,6.431300,-0.342340,0.394610,0.711810,29.047290,-2.700920,-14.629120,36.503460,14.648490,8.037560,11.649810,9.789270,-2.285790,1.865490,13.361700,30.913430,14.051850,6.250430,-20.893510,-16.374390,51.465130,6.391230,-5.007460,0.000000,0.000000,0.000000,5.281300,28.078290,0.113280,1.799700,8.884980,5.624760,54.858270,-12.373670,10.170440,0.000000,0.000000,0.000000
-1.474450,45.988050,-0.331500,1.189940,12.501090,2.331620,1.739260,13.325640,2.598280,-0.000050,-0.000010,-0.000210,1.093100,-33.818910,-21.847690,0.000000,0.000000,0.000000,-0.016850,-0.541770,1.784730,-18.881760,2.284030,-135.184430,-29.014900,-37.519980,46.408200,0.146520,11.001400,-2.910580,0.436910,0.772280,29.481160,-2.054750,-18.686610,35.342210,15.228200,9.530450,13.947680,5.061190,-8.396070,-2.348480,14.474740,27.227240,10.245880,4.625210,-19.316090,-17.365900,48.274070,-7.727520,5.782840,0.000000,0.000000,0.000000,6.155490,21.583360,-5.101430,1.624660,15.718980,5.577370,52.376160,10.416160,-8.283870,0.000000,0.000000,0.000000
-0.493060,52.796140,1.001890,1.129950,9.165060,1.205720,1.517120,9.846280,2.470860,-0.000050,-0.000010,-0.000210,2.732310,-34.650920,-22.565360,0.000000,0.000000,0.000000,-0.012890,-0.449330,1.640210,-18.542550,3.636620,-136.129930,-30.043390,-38.296670,46.985980,-0.035410,8.106770,-0.408360,0.364630,0.641920,29.628630,-1.407260,-22.607810,34.350820,16.221950,7.764960,14.732730,3.326770,-8.186800,-3.633250,11.931120,18.612850,4.865400,2.726570,-19.732230,-8.705140,45.366720,-23.491060,17.186230,0.000000,0.000000,0.000000,8.200130,15.142170,-6.355960,0.520580,17.331440,4.201290,49.171830,20.390760,-15.709460,0.000000,0.000000,0.000000
0.350860,53.456010,1.531030,1.119650,8.703770,0.714180,1.529490,9.354420,2.242110,-0.000050,-0.000010,-0.000210,1.320120,-39.685720,-22.480920,0.000000,0.000000,0.000000,-0.004060,-0.164840,1.323930,-18.713150,5.210310,-138.026790,-31.773810,-40.816450,47.795880,0.132140,7.990490,0.937990,0.132990,0.234800,29.324310,-0.509760,-25.829310,33.790390,17.229560,7.480900,14.947810,1.111510,-11.501790,-5.510180,11.520860,20.995710,2.276250,3.110640,-20.640210,-7.212140,48.115400,-19.367390,14.665440,0.000000,0.000000,0.000000,8.269600,19.581380,-8.578750,-0.328470,14.838950,5.066940,49.151370,18.752250,-14.402880,0.000000,0.000000,0.000000
0.829280,52.760080,1.567870,1.027770,8.906560,0.749570,1.509200,9.524660,2.086400,-0.000050,-0.000010,-0.000210,1.052480,-43.928810,-23.779590,0.000000,0.000000,0.000000,0.002580,0.153200,0.969000,-18.549760,6.967450,-137.741200,-32.129650,-42.551910,46.832590,0.040950,7.903370,1.796190,-0.121740,-0.217830,29.118240,0.194580,-29.884070,32.295570,18.613910,6.600830,15.973380,-3.620270,-12.514360,-10.751970,11.696560,22.544700,3.469710,4.166260,-22.217690,-9.983240,43.670940,-25.122980,17.941900,0.000000,0.000000,0.000000,7.706680,20.123850,-9.973880,-0.267920,16.057340,5.920770,48.421010,20.202990,-15.390630,0.000000,0.000000,0.000000
0.775800,53.389960,1.582340,0.994210,8.570710,0.923210,1.408500,9.151210,2.054870,-0.000050,-0.000010,-0.000210,13.068420,-33.484680,-27.499440,0.000000,0.000000,0.000000,0.004500,0.280090,0.887270,-18.199790,8.950890,-137.210390,-31.898290,-44.208180,46.061240,1.173640,7.699420,0.775120,-0.222360,-0.397850,29.143900,0.663300,-34.149240,30.859970,20.061440,7.188200,16.779990,-7.339730,-17.532810,-14.448630,12.067840,22.196220,5.692210,4.993170,-24.334720,-12.929330,41.668660,-27.717500,19.254220,0.000000,0.000000,0.000000,8.026800,19.250210,-9.703840,-0.339430,16.900900,5.258100,49.383400,17.506950,-13.465340,0.000000,0.000000,0.000000
